"","ct2010","PM.09","BC.09","NO2.09","O3.09","SO2.09","PM.10","BC.10","NO2.10","O3.10","SO2.10","PM.11","BC.11","NO2.11","O3.11","SO2.11","PM.12","BC.12","NO2.12","O3.12","SO2.12","PM.13","BC.13","NO2.13","O3.13","SO2.13","PM.14","BC.14","NO2.14","O3.14","SO2.14","PM.15","BC.15","NO2.15","O3.15","SO2.15","PM.16","BC.16","NO2.16","O3.16","SO2.16","PM.17","BC.17","NO2.17","O3.17","PM.18","BC.18","NO2.18","O3.18","PM.19","BC.19","NO2.19","O3.19","PM.20","BC.20","NO2.20","O3.20"
"1","10001",14.0928220187916,1.79584153960733,38.8774462307201,18.8843264860265,8.33941479290233,12.9659800248988,1.69819946148816,35.2030791114358,26.1772895139806,5.63336999276105,13.186549355002,1.73290096311008,35.5935309914982,24.69705806059,7.07200687071856,12.2835398842307,1.67404303129982,33.5782472947065,26.5089818169089,4.33166467442232,12.2524981779211,1.6433102944318,32.6307678222656,23.9636217005113,2.57351636886597,12.4526010401109,1.65665740826551,31.2350953046013,25.1009228650261,2.74702612792744,11.4842805862427,1.60964771579294,28.7313527499928,26.409086227417,1.13608248444165,10.4777810713824,1.49748349189758,28.1215087666231,29.0953637291403,0.359287449542214,9.96466249578139,1.23537482233608,28.0619237563189,23.893497691435,9.9657862887663,1.33049306098153,27.5011089549345,25.0479618521298,9.77644516439999,1.1752345106181,26.0112715328441,23.9810026954202,8.46088336495792,0.71265215733472,23.7119541168213,28.0422505771413
"2","10002",11.6450084686279,1.52122093677521,30.6940042114258,22.1605070495605,6.29488605499268,10.3890503692627,1.4398751115799,28.2788761901855,29.3828029632568,4.13013816833496,11.1171291732788,1.48283984184265,28.777603225708,27.9168696594238,5.27210549354553,9.94866024017334,1.3964529466629,26.4472846984863,29.3518910980225,2.94706226348877,9.68576614379883,1.34662246227264,25.702003326416,26.5940543365479,1.5816478729248,10.1339157485962,1.35277268886566,24.8372229766846,27.859857635498,1.92313930511475,9.89173812866211,1.33527211904526,23.6266985321045,28.377942276001,0.759117128849029,8.8313484954834,1.2489553809166,23.482479095459,30.7768486785889,0.263780429363251,8.31101602554321,1.08291463851929,22.9734726715088,26.4222125244141,7.71692483901978,0.98322060585022,21.7358155822754,27.6098280334473,8.32615018844604,0.95304957151413,20.7295909881592,26.2710480499268,7.15503553390503,0.60924170255661,18.8992286682129,29.2009530639648
"3","10003",13.469803237915,1.77731132507324,37.994642384847,18.654175567627,11.5659927368164,12.4347969690959,1.6692854086558,34.6407343546549,26.0963316599528,7.73035491307577,12.6145347595215,1.7965350707372,34.907787322998,24.581636428833,9.76387411753337,11.693354733785,1.60695971647898,32.8094334920247,26.0832361857096,5.69301357269287,11.5719902038574,1.58992505073547,31.8297306060791,23.6701286315918,3.22050862312317,11.8201560338338,1.6266454855601,30.6476365407308,24.910163752238,3.61859006881714,10.9014637629191,1.60638439655304,28.2270982106527,26.2077695210775,1.40672945181529,9.9613805770874,1.50535589059194,27.6906098683675,28.7378985087077,0.472608995437622,9.39821287790934,1.17502661546071,27.4829564412435,23.8565166473389,9.26135527292887,1.12453873157501,26.177280553182,25.2658475240072,10.2542252222697,1.10770484209061,24.0681546529134,24.6885805765788,9.06662693023682,0.721088222662608,22.0160631815592,28.2942462921143
"4","10004",11.0545361462761,1.08595883846283,26.6374466839959,23.9955636192771,3.57043081171372,9.92196773080265,1.0354775856523,24.4885290931253,31.6508173101089,2.20906733765322,10.6242318433874,0.993954367497388,24.8802549698774,29.9460905860452,2.9278600917143,9.40366391574635,1.00752347006517,22.2093867133645,31.3129081726074,1.59741201821496,9.03230871873743,0.932449666892781,21.6777740927304,28.6485201891731,0.791431851246778,9.51288728153004,0.911124913131489,20.6788709303912,30.2749895208022,1.05259744209402,9.36956601984361,0.88101421734866,19.8629587397856,30.3976259792552,0.418385603848626,8.25959629171035,0.815847260110519,19.8989512499641,33.0061005985036,0.156187560628442,7.79329389684341,0.71141523473403,19.262968119453,28.6223059261546,7.31299150691313,0.771514962701237,18.8929205501781,29.6127041087431,6.68510103225708,0.653209773933186,18.1379064672134,27.9480372036205,6.24250961752499,0.542329258778516,16.0101312188541,30.1946502012365
"5","10005",12.9903039932251,1.33411759138107,36.6680870056152,19.2256183624268,4.09309649467468,12.1839075088501,1.26640355587006,33.4351139068604,27.3721952438354,2.57035410404205,12.1899657249451,1.26070749759674,33.3811702728271,25.5283555984497,3.37401938438416,11.2463092803955,1.23553222417831,30.9143505096436,26.8450222015381,1.88613760471344,10.9736647605896,1.1716451048851,30.0969104766846,24.7432107925415,0.965038120746613,11.2585349082947,1.16565895080566,28.6994285583496,26.4961309432983,1.23232519626617,10.3711342811584,1.13759905099869,26.368932723999,27.5397071838379,0.491538926959038,9.44081497192383,1.06046402454376,25.9605836868286,30.2981252670288,0.178470335900784,8.86435317993164,0.987380295991898,25.6000213623047,25.4414014816284,8.94141006469727,1.10497909784317,25.0491962432861,26.6858129501343,7.88875913619995,0.89465469121933,24.0752954483032,25.5374231338501,7.24918365478516,0.617479830980301,21.7538833618164,28.2918796539307
"6","10006",13.5550826390584,1.32079700628916,38.6113293965658,18.0013065338135,4.22195116678874,12.7642749150594,1.25064651171366,35.2483736673991,26.1545626322428,2.6497118473053,12.7033685048421,1.2365079720815,35.196767171224,24.2695929209391,3.48218107223511,11.7921199798584,1.22669923305511,32.7549781799316,25.6215229034424,1.96838041146596,11.5451784133911,1.16123028596242,31.9206994374593,23.5562553405762,1.00523314873377,11.8046528498332,1.15529489517212,30.4519952138265,25.3447513580322,1.27466531594594,10.8386780420939,1.12321531772614,27.986364364624,26.4365533192952,0.507479389508565,9.92280038197835,1.04467451572418,27.5304438273112,29.2640997568766,0.183104231953621,9.31266212463379,1.00524242719014,27.0535271962484,24.2380104064941,9.1693868637085,1.15458405017853,25.855660756429,25.9440453847249,8.09969266255697,0.932385007540385,25.0195089975993,24.7024981180827,7.43990103403727,0.631693760553996,22.460506439209,27.5296363830566
"7","10007",13.353277015686,1.42341430187225,39.0017036437988,17.7156566619873,5.15555381774902,12.5045532226563,1.3484139919281,35.5757431030273,25.7587707519531,3.27709722518921,12.5015321731567,1.3409069776535,35.552269744873,23.9206443786621,4.26993312835693,11.5842155456543,1.32589185237885,33.185612487793,25.3068614959717,2.43051910400391,11.3613286972046,1.26290783882141,32.3082977294922,23.2090698242188,1.24846377372742,11.6320085525513,1.25968894958496,30.8401416778564,24.9192165374756,1.53549337387085,10.680895614624,1.22841966152191,28.2900093078613,26.0971668243408,0.612849676609039,9.75579490661621,1.14453191757202,27.8097221374512,28.8764183044434,0.219629472494125,9.16858673095703,1.07196794748306,27.5295246124268,23.9317268371582,9.33238182067871,1.2072765827179,26.9484725952148,25.1113582611084,8.75372371673584,1.025326359272,25.9685966491699,23.9547206878662,7.80964546203613,0.658069717884064,22.7876098632813,27.38427734375
"8","10009",11.3641631868151,1.41160358985265,30.7977893617418,22.0479622946845,6.93642388449775,10.0541437466939,1.32078886032104,28.2312749226888,29.0675343407525,4.65847878985935,10.7821643617418,1.37678262922499,28.8227553897434,27.7339706420898,5.86956310272217,9.65208657582601,1.28059601121479,26.6513857311673,29.2092037200928,3.33830486403571,9.46039385265774,1.23811504907078,25.8130889468723,26.3953819274902,1.90945551130507,9.854552798801,1.25019844704204,24.9876976013184,27.4556815889147,2.22525643640094,9.49835512373182,1.22919377353456,23.5740780300564,28.1922869152493,0.88484071691831,8.43985970815023,1.13923748003112,23.3308017518785,30.50903945499,0.294244636264112,7.97739940219455,0.971138927671644,23.0522503323025,26.1279954910278,7.70195208655463,0.878546446561813,21.8113595114814,27.1908015145196,8.29748098055522,0.847148153516981,20.5931238598294,25.9645023345947,7.383513768514,0.605104635159175,18.7539321051704,29.2023527357313
"9","10010",13.9104006767273,1.69579589366913,39.8228168487549,17.827631855011,10.7494684696198,12.9145247459412,1.59812994003296,36.1501235961914,25.3422742843628,7.2980525970459,12.9810530662537,1.65553637742996,36.3360523223877,23.923476600647,9.13633017539978,12.1233960151672,1.56432837247849,34.3544639587402,25.4064014434814,5.38734769821167,12.0503416061401,1.53015978336334,33.2657644271851,23.0982984542847,3.20609035491943,12.2312991142273,1.5462614774704,32.0372476577759,24.1986328125,3.49468493461609,11.1386604309082,1.51453444957733,29.1565179824829,25.8760749816895,1.40229532122612,10.2265186309814,1.41049887537956,28.4134824752808,28.3605016708374,0.450609493255615,9.67756748199463,1.11551606059074,28.3858627319336,23.3441793441772,9.68529725074768,1.19133629798889,27.3512830734253,24.6238719940186,9.44056553840637,1.03053179383278,24.5894567489624,24.539914894104,8.38799700736999,0.681974494457245,22.4613683700562,28.3610046386719
"10","10011",13.3500022411346,1.79735879898071,36.6080410957336,19.6513027667999,9.75121202468872,12.1727091312408,1.68766011595726,33.2908382415771,26.8354279518127,6.49853384494781,12.5246016979218,1.79474201202393,33.7718121528626,25.293350315094,8.22418495416641,11.5573916912079,1.63646296262741,31.6702425956726,27.0562733650208,4.94980942010879,11.479047870636,1.62114958763123,30.7939326286316,24.4175742149353,2.84416418075562,11.7435589313507,1.65600728392601,29.5129483222961,25.6529935836792,3.14630112051964,10.9464450359344,1.62272612452507,27.4245609283447,26.6505345344543,1.25445577204227,9.92169194221497,1.51643841266632,27.002902507782,29.3201954841614,0.409730947762728,9.40820045471191,1.19767861664295,26.7936709403992,24.3142389297485,9.35112199783325,1.13396456539631,25.978687953949,25.4777765274048,9.59565961360931,1.03846416175365,24.4423289299011,24.3317911148071,8.64446957111359,0.713276073336601,22.2129702568054,28.2238276481628
